time,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,temperature
4e-05,1.209970032435757e-07,8.789158665694856e-09,2.3371454443431866e-08,0.19530800270349394,4.6108896026962124e-08,8.560292454895079e-07,7.958228870482629e-07,6.01690635671331e-09,0.0,0.0,0.0,0.0,2.217491056567638e-06,0.02134255182979418,1.7031325844415773e-09,7.458974822371872e-11,0.0,2.9440573623901776e-07,0.0,5.967179857897498e-10,4.724017387502185e-10,0.0,0.0,0.0,2.1133761996720305e-10,1.243162470395312e-11,1.1064145986518277e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833450722573418,0.0,0.0,0.0,0.0,0.0,1514.991925336168
4.4e-05,1.3718291749828993e-07,9.236693040437644e-09,2.518646043058771e-08,0.1953078041149459,5.022374143118181e-08,1.0042261962403136e-06,8.716802726909915e-07,6.700642730546286e-09,0.0,0.0,0.0,0.0,2.4931985186256944e-06,0.02134220742710517,2.250123069070274e-09,9.945295332907289e-11,0.0,3.6013157562373905e-07,0.0,6.71307434971242e-10,5.718544816421691e-10,0.0,0.0,0.0,2.8592724082108457e-10,1.2431619166134111e-11,1.4793626807699592e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2431619166134111e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833450253080396,0.0,0.0,0.0,0.0,0.0,1514.9912503740811
4.8e-05,1.5418930674945632e-07,9.709090427422832e-09,2.7076054994784796e-08,0.19530759539801898,5.448776356388511e-08,1.1647303344886971e-06,9.469408912133827e-07,7.384378634941309e-09,0.0,0.0,0.0,0.0,2.7787764888472327e-06,0.0213418451416266,2.8965660302042507e-09,1.2431613863537557e-10,0.0,4.3346551219382756e-07,0.0,7.58328445675791e-10,6.961703763581032e-10,0.0,0.0,0.0,3.8538002976966426e-10,2.4863227727075112e-11,1.9517633765753962e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2431613863537556e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833449758507142,0.0,0.0,0.0,0.0,0.0,1514.9906042117375
5.2e-05,1.7219021428761103e-07,1.0193919263290812e-08,2.9027806682663475e-08,0.19530737421224437,5.893825759422163e-08,1.3402890457721615e-06,1.0215177314437431e-06,8.068114148628949e-09,0.0,0.0,0.0,0.0,3.076263769875156e-06,0.021341461038680804,3.7046194395861735e-09,1.616109151497324e-10,0.0,5.161355365528146e-07,0.0,8.453494023216772e-10,8.453494023216772e-10,0.0,0.0,0.0,5.096959631645406e-10,2.4863217715343446e-11,2.5609114246803746e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2431608857671723e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833449234598477,0.0,0.0,0.0,0.0,0.0,1514.9899941998835
5.6e-05,1.9107375535918667e-07,1.0703611149268687e-08,3.106657870153594e-08,0.19530714183556272,6.353792866888765e-08,1.5292862127043402e-06,1.0955226816703297e-06,8.751849302073351e-09,0.0,0.0,0.0,0.0,3.3843301798284675e-06,0.02134105743516981,4.649419941726468e-09,1.9890566595621253e-10,0.0,6.071844085395832e-07,0.0,9.448019132920096e-10,9.945283297810627e-10,0.0,0.0,0.0,6.58875018479954e-10,3.729481236678985e-11,3.2695118841552437e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2431604122263283e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833448685062924,0.0,0.0,0.0,0.0,0.0,1514.9894170676068
6e-05,2.109269518077739e-07,1.1238166112702752e-08,3.316750795209175e-08,0.195306897353558,6.831164025365225e-08,1.7327785217025146e-06,1.1689433181166368e-06,9.435584158784723e-09,0.0,0.0,0.0,0.0,3.7036594721180774e-06,0.021340632894442206,5.768262252537697e-09,2.4863199364386623e-10,0.0,7.072958639183884e-07,0.0,1.044254373304238e-09,1.1685703701261711e-09,0.0,0.0,0.0,8.329171787069518e-10,3.729479904657993e-11,4.139722694170372e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.243159968219331e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833448107428884,0.0,0.0,0.0,0.0,0.0,1514.988876007926
6.4e-05,2.3173737248871615e-07,1.1785152573322403e-08,3.534302612442573e-08,0.19530664077962662,7.324696093039619e-08,1.9506665196046045e-06,1.2418293734249946e-06,1.0119318770764173e-08,0.0,0.0,0.0,0.0,4.0341024795922076e-06,0.021340187547703733,7.061146267560258e-09,2.9835829299550387e-10,0.0,8.164326055911133e-07,0.0,1.143706789816098e-09,1.3550439140212467e-09,0.0,0.0,0.0,1.0442540254842634e-09,4.9726382165917313e-11,5.159112149713921e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4863191082958657e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833447502736496,0.0,0.0,0.0,0.0,0.0,1514.9883713942916
6.8e-05,2.535920397149684e-07,1.2344570588605502e-08,3.760556498542965e-08,0.19530637105298265,7.836875427046232e-08,2.184180940720677e-06,1.3141684250379303e-06,1.0790621622265435e-08,0.0,0.0,0.0,0.0,4.376467279249784e-06,0.021339719682183757,8.565366702466456e-09,3.605161601908959e-10,1.2431591730720545e-11,9.354026881863369e-07,0.0,1.2555907648027751e-09,1.5663805580707887e-09,0.0,0.0,0.0,1.2928855399949369e-09,6.215795865360274e-11,6.352543374398199e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.486318346144109e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833446868512134,0.0,0.0,0.0,0.0,0.0,1514.987907009721
7.2e-05,2.764785226815768e-07,1.294128336832381e-08,3.993026145922773e-08,0.19530608830036061,8.367702051122723e-08,2.4330855891273766e-06,1.3859977740004046e-06,1.1474355954815441e-08,0.0,0.0,0.0,0.0,4.73051768726998e-06,0.02133922963378389,1.0280923482808636e-08,4.4753717700255243e-10,1.24315882500709e-11,1.0640817962648186e-06,0.0,1.3674747075077992e-09,1.7901487080102097e-09,0.0,0.0,0.0,1.5788117077590044e-09,7.45895295004254e-11,7.74487947979417e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48631765001418e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833446205599053,0.0,0.0,0.0,0.0,0.0,1514.987482849054
7.6e-05,3.004962759335969e-07,1.3550427799421673e-08,4.2354410562045544e-08,0.1953057912470055,8.918419177344135e-08,2.6988474069204107e-06,1.4573049992798212e-06,1.214565867893117e-08,0.0,0.0,0.0,0.0,5.097210969492361e-06,0.021338715341144277,1.2245111360027842e-08,5.345581608946164e-10,1.2431585137084105e-11,1.2034147360251525e-06,0.0,1.4793586313130084e-09,2.0387799624817934e-09,0.0,0.0,0.0,1.914464111110952e-09,8.702109595958874e-11,9.373415193361415e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.486317027416821e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833445511927705,0.0,0.0,0.0,0.0,0.0,1514.987103444858
8e-05,3.2562043745377606e-07,1.4184435503178653e-08,4.485314925106799e-08,0.19530548021058983,9.48778367749864e-08,2.9810561615738227e-06,1.52813983329775e-06,1.2829393023032753e-08,0.0,0.0,0.0,0.0,5.476149336070733e-06,0.021338177441925954,1.4470361898071825e-08,6.215791193329822e-10,1.2431582386659645e-11,1.353152879623129e-06,0.0,1.6036741278790941e-09,2.299842741532034e-09,0.0,0.0,0.0,2.299842741532034e-09,9.945265909327716e-11,1.1238150477540319e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.729474715997893e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833444788013915,0.0,0.0,0.0,0.0,0.0,1514.9867682557276
8.4e-05,3.519753257967454e-07,1.4843306572998765e-08,4.745134102942737e-08,0.19530515363236223,1.0078281941985007e-07,3.281464731676633e-06,1.5984898568474877e-06,1.3500695928204907e-08,0.0,0.0,0.0,0.0,5.868513833653821e-06,0.02133761341614909,1.6993969920677813e-08,7.458948026632545e-10,1.2431580044387575e-11,1.5144399441673831e-06,0.0,1.7404212062142606e-09,2.5857686492326157e-09,0.0,0.0,0.0,2.7473791898096537e-09,1.1188422039948818e-10,1.3388811707805418e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7294740133162725e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833444031257776,0.0,0.0,0.0,0.0,0.0,1514.9864827809604
8.8e-05,3.795236477933709e-07,1.5527041046019205e-08,5.013655447445593e-08,0.1953048120485151,1.0688670849773669e-07,3.599389396557419e-06,1.6683923703939578e-06,1.417199903319607e-08,0.0,0.0,0.0,0.0,6.273720203590114e-06,0.02133702430162408,1.9828367068375205e-08,8.70210466950636e-10,1.2431578099294799e-11,1.6868656954495099e-06,0.0,1.86473671489422e-09,2.908989275234983e-09,0.0,0.0,0.0,3.2570734620152377e-09,1.24315780992948e-10,1.5837830498501572e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72947342978844e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833443242949945,0.0,0.0,0.0,0.0,0.0,1514.986245726387
9.2e-05,4.084270178367759e-07,1.62356390483603e-08,5.292122161475482e-08,0.19530445358084758,1.1322679973389403e-07,3.936993290308093e-06,1.7378473885814941e-06,1.4843302468409034e-08,0.0,0.0,0.0,0.0,6.693198139781263e-06,0.02133640701078041,2.3023279875622725e-08,1.0069577051433264e-09,2.4863153213415467e-11,1.8718100580953768e-06,0.0,2.013915410286653e-09,3.2446414943507185e-09,0.0,0.0,0.0,3.84135717147269e-09,1.491789192804928e-10,1.8622501756848185e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72947298201232e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833442419415244,0.0,0.0,0.0,0.0,0.0,1514.9860638400105
9.6e-05,4.3859841689002733e-07,1.6981532197833888e-08,5.579291105701207e-08,0.19530407905953576,1.1977823039980198e-07,4.293244615316203e-06,1.8069046426725915e-06,1.5514606283233303e-08,0.0,0.0,0.0,0.0,7.126114756345333e-06,0.021335763089481506,2.6566276944927536e-08,1.1809996770089453e-09,2.4863151094925165e-11,2.068626602673321e-06,0.0,2.1630941452584894e-09,3.6051569087641492e-09,0.0,0.0,0.0,4.5002303481814546e-09,1.6161048211701357e-10,2.176768878360698e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.972630218985033e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833441562750222,0.0,0.0,0.0,0.0,0.0,1514.9859347847423
0.0001,4.702491871884892e-07,1.7752289087296445e-08,5.8764054982948383e-08,0.19530368617086263,1.2656586498442935e-07,4.6707913556575766e-06,1.875526855757871e-06,1.619834221340845e-08,0.0,0.0,0.0,0.0,7.574222989554877e-06,0.021335088741073687,3.055681132813352e-08,1.3550416740303307e-09,2.4863149982207905e-11,2.279018485244132e-06,0.0,2.3122729483453352e-09,3.990535572144369e-09,0.0,0.0,0.0,5.2585562212369715e-09,1.8647362486655927e-10,2.5335549831869854e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.972629996441581e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833440669288083,0.0,0.0,0.0,0.0,0.0,1514.9858669298972
0.000104,5.032674468988118e-07,1.8547909758985926e-08,6.184708515479555e-08,0.1953032761750578,1.3358970393435842e-07,5.068129320618566e-06,1.9437886206469707e-06,1.686964714674524e-08,0.0,0.0,0.0,0.0,8.036366734501966e-06,0.021334386172860074,3.4945157059322674e-08,1.5663784380913047e-09,3.729472471645963e-11,2.502028491777844e-06,0.0,2.4738834061918224e-09,4.4132090914477234e-09,0.0,0.0,0.0,6.091471703688407e-09,2.1133677339327127e-10,2.9326085202042757e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9726299621946176e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833439741025788,0.0,0.0,0.0,0.0,0.0,1514.9858565031043
0.000108,5.379018349807466e-07,1.9380826012502806e-08,6.504200237165792e-08,0.19530284617525678,1.4088704374579494e-07,5.4885653920282325e-06,2.011652664330455e-06,1.754095285672961e-08,0.0,0.0,0.0,0.0,8.514721628136953e-06,0.021333650709297897,3.9855630658168056e-08,1.7901468542658142e-09,3.7294726130537795e-11,2.739782465727698e-06,0.0,2.6354939798913377e-09,4.860745972346759e-09,0.0,0.0,0.0,7.048703238671644e-09,2.361999321600727e-10,3.3838748175774625e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.215787688422967e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833438772755137,0.0,0.0,0.0,0.0,0.0,1514.9859139915084
0.000112,5.740031752228857e-07,2.023860631240894e-08,6.83363752452776e-08,0.1953023979814939,1.4840815857342625e-07,5.929961375841255e-06,2.079181146038326e-06,1.821225936589625e-08,0.0,0.0,0.0,0.0,9.007684029761414e-06,0.02133288542860975,4.5238506370304746e-08,2.0512100992306356e-09,3.729472907692065e-11,2.990912956205446e-06,0.0,2.8095362571280224e-09,5.3455778343586265e-09,0.0,0.0,0.0,8.09295620969178e-09,2.734946798974181e-10,3.883624454543337e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.215788179486775e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833437769048351,0.0,0.0,0.0,0.0,0.0,1514.9860336558636
0.000116,6.118822671860808e-07,2.113368253182319e-08,7.175506798451967e-08,0.19530192797010423,1.5622764022201295e-07,6.396457102439165e-06,2.1463616610878827e-06,1.888356692108201e-08,0.0,0.0,1.2431577959895992e-11,0.0,9.51796417027925e-06,0.02133208447431624,5.123053277273138e-08,2.3371366564604467e-09,4.972631183958397e-11,3.2580555201515814e-06,0.0,2.996010288334934e-09,5.8552732191110125e-09,0.0,0.0,0.0,9.286388736042307e-09,2.983578710375038e-10,4.445532278458807e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.458946775937595e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833436722391309,0.0,0.0,0.0,0.0,0.0,1514.9862287635303
0.00012,6.513402083274334e-07,2.2066054696743793e-08,7.528564915125657e-08,0.1953014387030442,1.6429576274488224e-07,6.885069033848165e-06,2.213243933453569e-06,1.9554875514353794e-08,0.0,0.0,1.2431580110841574e-11,0.0,1.0043423845228465e-05,0.02133125211662616,5.77695527750808e-08,2.6479265636092553e-09,4.9726320443366295e-11,3.5393081522969287e-06,0.0,3.182484508375443e-09,6.402263757083411e-09,0.0,0.0,0.0,1.0604137834547863e-08,3.3565266299272253e-10,5.065868895167941e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.458948066504945e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833435638553599,0.0,0.0,0.0,0.0,0.0,1514.9864908925035
0.000124,6.923770051858173e-07,2.303572296632228e-08,7.8915687744314e-08,0.19530093004270646,1.7262495904498175e-07,7.395933998962267e-06,2.2798528366107798e-06,2.0226185248897112e-08,0.0,0.0,1.2431582820465342e-11,0.0,1.0584038276436246e-05,0.02133038819622012,6.488043074000863e-08,2.9960114597321475e-09,4.972633128186137e-11,3.834770352628945e-06,0.0,3.368958944346108e-09,6.9741179622810576e-09,0.0,0.0,0.0,1.2046203753030918e-08,3.729474846139603e-10,5.7458775796190817e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.458949692279206e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783343451751855,0.0,0.0,0.0,0.0,0.0,1514.9868210825339
0.000128,7.352661647867648e-07,2.4042687677700617e-08,8.268247970237166e-08,0.19530039889277329,1.8125252654647105e-07,7.932545416954527e-06,2.3461759655374378e-06,2.089749637343058e-08,0.0,0.0,1.2431586182885532e-11,0.0,1.1142020453376266e-05,0.02132948777749276,7.268748441133171e-08,3.368959855561979e-09,6.215793091442766e-11,4.1466550239909325e-06,0.0,3.5802968206710333e-09,7.59569915774306e-09,0.0,0.0,0.0,1.3637450042625429e-08,4.2267393021810807e-10,6.499233256412555e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.702110328019873e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833433353450117,0.0,0.0,0.0,0.0,0.0,1514.9872308587048
0.000132,7.800822866280665e-07,2.5086949074349616e-08,8.65860259181591e-08,0.1952998445467484,1.9017846726432131e-07,8.49568660191534e-06,2.4122257672878095e-06,2.1581240630857748e-08,-0.0,0.0,1.2431590225148471e-11,0.0,1.171778074601067e-05,0.021328549825125134,8.122801053112011e-08,3.791635018670284e-09,6.215795112574236e-11,4.475434639004576e-06,0.0,3.791635018670284e-09,8.242144319273437e-09,-0.0,0.0,0.0,1.5415171879184105e-08,4.599688383304935e-10,7.332151914792568e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.70211315760393e-11,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.7833432145737073,0.0,0.0,0.0,0.0,0.0,1514.9877234575235
0.0001359999999999,8.269124032345205e-07,2.6168507431313285e-08,9.061389580372566e-08,0.19529926611475107,1.9941521506208855e-07,9.086364654685873e-06,2.478027121998086e-06,2.2252555012850725e-08,0.0,0.0,1.2431594979246215e-11,0.0,1.2311816561621177e-05,0.021327572939313248,9.056416942380868e-08,4.251605482902206e-09,7.458956987547729e-11,4.821755723435375e-06,0.0,4.002973583317281e-09,8.938316790078029e-09,0.0,0.0,0.0,1.7366938186006962e-08,5.096953941490949e-10,8.252092747223637e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.945275983396972e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833430892781971,0.0,0.0,0.0,0.0,0.0,1514.9883028421248
0.0001399999999999,8.758311168285496e-07,2.7299794648207216e-08,9.477852203913106e-08,0.19529866273417623,2.0897520402384485e-07,9.705524535054849e-06,2.5435924788641774e-06,2.29363028806659e-08,0.0,0.0,1.2431600477325691e-11,0.0,1.2924588025854517e-05,0.021326555832377397,1.0075812186872473e-07,4.761302982815739e-09,7.458960286395414e-11,5.1861777923293e-06,0.0,4.239175762768061e-09,9.671785171359387e-09,0.0,0.0,0.0,1.953004434987866e-08,5.718536219569818e-10,9.264028675703104e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.945280381860553e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833429593706294,0.0,0.0,0.0,0.0,0.0,1514.9889728553567
0.0001439999999999,9.269254627231247e-07,2.8480811071305475e-08,9.909233742879787e-08,0.19529803349209138,2.1887086849472029e-07,1.0354160948572508e-05,2.6089467196283073e-06,2.3607621224098253e-08,0.0,0.0,2.4863213506159296e-11,0.0,1.3556617437806344e-05,0.02132549711980926,1.1185959756421068e-07,5.320727690318089e-09,8.702124727155754e-11,5.569334962166176e-06,0.0,4.475378431108673e-09,1.0454981279339985e-08,0.0,0.0,0.0,2.190449109892634e-08,6.215803376539824e-10,1.0377905317470891e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1188446077771684e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833428247113519,0.0,0.0,0.0,0.0,0.0,1514.989737639315
